frame_id,image_path,split_hint,curvature,lateral_offset,traffic_density,obstacle,rain,fog,glare,bad_frame,steering,throttle,brake,exists,ok_size,brightness,contrast,valid_image,valid_label,keep
frame_000000,images/frame_000000.png,train,0.2086199442647177,-0.0456272193864909,0.1462394015012191,0,1,0,0,0,-0.1342232420196971,0.4470922206216297,0.1764052906805378,1,1,115.92641059027778,50.58995045661681,1,1,1
frame_000001,images/frame_000001.png,train,-0.3684057415052618,-0.1034493074051028,0.0434121055489401,0,0,0,1,0,0.3323242002485931,0.6311246147568186,0.0390606940402213,1,1,114.61831597222222,54.286487453884114,1,1,1
frame_000002,images/frame_000002.png,train,0.4021313203741281,0.3292002447056684,0.176451842118106,1,1,0,0,0,-0.5200561603462972,0.0778155911838372,0.8325941579712763,1,1,99.69476996527777,51.80432517007911,1,1,1
frame_000003,images/frame_000003.png,train,0.3710512283809833,-0.575280835787036,0.0345984139254634,0,0,0,0,0,0.0546615800317404,0.6336803094498912,0.0369172263076106,1,1,98.7679470486111,47.84105031251028,1,1,1
frame_000004,images/frame_000004.png,train,0.0816107819113036,0.6102457864056999,0.015578307360435,0,1,0,0,0,-0.3484840268758076,0.5182254360415869,0.1419691927359687,1,1,72.08151041666666,47.38171123099054,1,1,1
frame_000005,images/frame_000005.png,train,-0.4423046019708678,-0.2500403645856548,0.1682346274609406,0,0,1,0,0,0.4540991783590235,0.4126569599944972,0.0839990612418471,1,1,121.3909939236111,39.21092093792634,1,1,1
frame_000006,images/frame_000006.png,train,-0.565739262490714,0.5958003374190397,0.2049280029367851,0,0,0,1,0,0.1111319942304609,0.5351273464739823,0.0822739729281741,1,1,102.12009548611111,54.161236384770554,1,1,1
frame_000007,images/frame_000007.png,train,-0.0043272041533931,-0.2051039573963046,0.1351158737986953,0,0,0,0,0,0.0676598529604877,0.671844003339778,0.0559779719685307,1,1,94.88098958333333,55.17162681999842,1,1,1
frame_000008,images/frame_000008.png,train,0.0863827080110712,-0.3113182591167266,0.4528244910005558,0,0,0,0,0,0.1460975809502741,0.5442348865475912,0.1360825970963149,1,1,75.64683159722222,52.47430847431014,1,1,1
frame_000009,images/frame_000009.png,train,-0.3557683928702981,-0.2767436868184392,0.0569707494555304,0,1,0,0,0,0.4070405116986466,0.4489065591165047,0.1566210401508963,1,1,94.1031467013889,50.367801892963584,1,1,1
frame_000010,images/frame_000010.png,train,0.3831249577878775,0.135003297562144,0.0871852139462564,0,1,0,0,0,-0.4167168788951878,0.4328601835612347,0.1645519323832776,1,1,105.35154079861111,53.917370710925915,1,1,1
frame_000011,images/frame_000011.png,train,0.0666566191444962,-0.7290222440059144,0.0408429959019055,0,0,0,0,0,0.3430411889239627,0.6923736276054338,0.0335955688899845,1,1,95.20868055555556,49.595598826023306,1,1,1
frame_000012,images/frame_000012.png,train,0.2965925375988449,0.2614388050263172,0.162459628947114,0,0,0,0,0,-0.2473679699334716,0.6038206223487411,0.0674354685804658,1,1,79.53461371527777,51.61968772925418,1,1,1
frame_000013,images/frame_000013.png,train,-0.0439256452863469,0.25020534653449,0.1860679198376183,0,0,0,0,0,-0.0941785365093557,0.6460910989995642,0.0692476544443108,1,1,101.05889756944444,50.53526300632045,1,1,1
frame_000014,images/frame_000014.png,train,0.7300723577637366,0.4289051741488019,0.0763098215626991,1,0,0,0,0,-0.7754953071821938,0.2272770909003079,0.6986059934717692,1,1,98.07432725694444,50.894109081249795,1,1,1
frame_000015,images/frame_000015.png,train,-0.3983007918505646,-0.2830634674315543,0.0556671714878823,0,0,0,0,0,0.4819765700743402,0.6208563316091282,0.0425782711986038,1,1,79.93958333333333,50.16784583850884,1,1,1
frame_000016,images/frame_000016.png,train,-0.2171050624825933,-0.162586680307508,0.4510963964830013,0,0,1,0,0,0.287212320051805,0.3586952487344308,0.1505455873275058,1,1,114.45794270833333,41.772202931871334,1,1,1
frame_000017,images/frame_000017.png,train,1.0,-0.1274469035798284,0.070534379573009,0,1,0,0,0,-0.7246697659785983,0.3153129671494468,0.1702925261341062,1,1,102.46291232638889,54.60857213429163,1,1,1
frame_000018,images/frame_000018.png,train,-0.1169431628960925,0.1505620007407221,0.2064257382787179,0,1,0,0,0,0.0179244045010687,0.4443623590232302,0.1898646736994595,1,1,86.64144965277778,51.50955152440884,1,1,1
frame_000019,images/frame_000019.png,train,-0.1570298425757536,-0.239847519392111,0.1911909662085001,0,0,0,0,0,0.3881370633601752,0.6216771933118742,0.07232783710092,1,1,91.05974392361111,49.00261129950664,1,1,1
frame_000020,images/frame_000020.png,train,-0.2230206322717405,0.6463159870880513,0.3623349434415004,0,0,0,0,0,-0.2018666171532538,0.5485786433411267,0.1158273960898399,1,1,95.79989149305555,53.38450462624539,1,1,1
